time,id,actual_x,actual_y,ema_x,ema_y,lstm_x,lstm_y
1769620991.7270968,1,-14.558700387437328,29.71506237326468,-13.617100651064069,29.344746107999008,-13.617100651064069,29.344746107999008
1769620991.7949965,1,-15.85201296363556,30.23190287463864,-14.946694160296797,29.870114523676868,-14.946694160296797,29.870114523676868
1769620991.8977923,1,-17.364655027875546,30.586046389115676,-16.305805582907553,30.338145928981746,-16.305805582907553,30.338145928981746
1769620992.1235037,2,-20.871212011104408,28.914781059739045,-20.066104485548536,28.706652378653956,-20.066104485548536,28.706652378653956
1769620997.3811746,7,-60.73728530466985,79.06033310715307,-61.1408559874409,79.31391824181235,-61.1408559874409,79.31391824181235
1769620997.4949875,7,-60.810739375410954,77.03654287467347,-60.759321525892176,78.45319603740919,-60.759321525892176,78.45319603740919
1769620997.6740026,7,-60.67273633639107,75.75728929572017,-60.76933846370498,76.65276680098748,-60.76933846370498,76.65276680098748
1769620997.8028803,7,-60.808838245301345,73.80901062897993,-60.71356690906414,75.17280569569809,-60.71356690906414,75.17280569569809
1769621001.8066869,11,-20.964373906599494,35.011553732765194,-21.758810054176124,36.18082502199945,-21.758810054176124,36.18082502199945
1769621001.9452424,11,-19.6632243214517,32.308814084709546,-20.574029031055154,34.200731838348496,-20.574029031055154,34.200731838348496
1769621002.0759478,11,-19.174994354467728,29.450610821495733,-19.516755331356507,31.451353105745397,-19.516755331356507,31.451353105745397
1769621002.1501226,11,-17.410429736707396,28.10197830342057,-18.645624969139625,29.04602106607318,-18.645624969139625,29.04602106607318
1769621002.3755445,12,-15.908498041303833,23.41245392987937,-16.563682750480982,24.352801836657534,-16.563682750480982,24.352801836657534
1769621003.159317,13,-6.885155511363636,13.515903867351085,-7.711651497608496,14.116780743467574,-7.711651497608496,14.116780743467574
1769621003.6122057,14,-2.8467526130424026,8.658371977212306,-3.656253312435555,9.341064564250505,-3.656253312435555,9.341064564250505
1769621003.6976757,14,-2.0478630820192927,8.123225087590509,-2.6070857537354692,8.497827910325768,-2.6070857537354692,8.497827910325768
1769621003.8129122,14,-1.2512419945122701,7.8053296706369135,-1.8088767557671859,8.027856462504431,-1.8088767557671859,8.027856462504431
1769621003.945173,14,-0.6235133121444166,7.583196680479771,-1.062923389801914,7.738689773589771,-1.062923389801914,7.738689773589771
1769621004.0231187,14,-0.07373209000490856,7.467852714132874,-0.4585789455025642,7.548593490575702,-0.4585789455025642,7.548593490575702
1769621004.1447968,14,0.45452160580526535,7.453709681116777,0.0847440187381436,7.463609804228045,0.0847440187381436,7.463609804228045
1769621004.206793,14,1.015518383221412,7.541207320326096,0.6228206390301094,7.479958972879572,0.5101500749588013,0.9935925602912903
1769621004.4645472,14,1.6059289353643833,7.688327959268351,1.1926415488643034,7.585343512008773,0.6700016260147095,0.9878700971603394
1769621004.5378966,14,2.5081772332769003,8.35569766073057,1.8766034247381382,7.888538869707016,0.6256626844406128,0.9949123859405518
1769621007.5197444,14,2.6875554643457273,8.537171942918874,2.5619907025975484,8.410139945387062,0.5609733462333679,0.9390562176704407
1769621007.6095874,14,1.8724018582279858,7.74530458373548,2.4430093825104047,8.299611735163856,0.5266106128692627,0.8311455845832825
1769621007.708009,14,1.6198404733871699,7.682816654582028,1.7966334427757409,7.726558204989445,0.5705668926239014,0.9623242616653442
1769621007.8734603,14,1.04403455858712,7.562496787806882,1.4470986989471548,7.646720694549483,0.5892492532730103,0.9288603663444519
1769621007.9880066,14,0.48185207126228313,7.443744114727501,0.8753798123896689,7.526870985883067,0.5579243898391724,0.9265431761741638
1769621008.0880463,14,-0.04026179401583072,7.450454368014027,0.325217911678849,7.445757190713458,0.46149423718452454,0.996138334274292
1769621008.1747165,14,-0.5748768468941244,7.555143019378996,-0.20064630987931883,7.481860963423517,0.34650498628616333,0.9826228022575378
1769621008.3264537,14,-1.2165963464902296,7.773848120340675,-0.767392696772956,7.6207545496675,0.33122149109840393,1.0015819072723389
1769621008.4644544,14,-2.017004295706993,8.09589431895623,-1.4567187312552585,7.8704619799253415,0.3955402374267578,0.9881830215454102
1769621008.5730178,14,-3.1454076625196357,8.894386656672085,-2.3555253057507857,8.335442020270985,0.46137526631355286,0.9764323234558105
1769621022.4824347,14,-2.640451158830325,8.399070634195999,-2.9939207114128426,8.745791849929258,0.4802199900150299,0.9279791712760925
1769621022.5776584,14,-1.8096821693348142,8.02110678204841,-2.3912204619816717,8.285681478551721,0.46943986415863037,0.9050400853157043
1769621022.6465986,14,-1.1118212417262832,7.745055617166951,-1.6003238910522548,7.938291432583972,0.4444318115711212,0.9080141186714172
1769621022.7071693,14,-0.6289918907922993,7.598129011293456,-0.966972436446088,7.700977635404902,0.4091007709503174,0.9194321036338806
1769621022.9190826,14,-0.02906948907800367,7.447137681532279,-0.44901517027801063,7.552831612365102,0.3641049563884735,0.9437504410743713
1769621022.9904668,14,0.6508588868383046,7.474397918058061,0.17490902369688882,7.455315752490013,0.3897154927253723,0.98394775390625
1769621023.0622556,14,1.152728058711907,7.5614980735233495,0.8014196384003853,7.500527964697647,0.564738392829895,0.9878547191619873
1769621023.120399,14,1.6252201968572881,7.696915317512946,1.2944757001555214,7.602123246720229,0.6776950359344482,0.9816744327545166
1769621023.2424622,14,1.8828375087921125,7.749008105250784,1.7025053904377354,7.712543153834297,0.6129748821258545,0.9187334179878235
1769621026.4500747,14,2.457319906867029,8.328784085765093,2.055182228214587,7.922940899405077,0.5605061054229736,0.9570150971412659
1769621026.6082115,14,1.7700431380522768,7.721786473360448,2.251136876222603,8.1466848020437,0.5536527633666992,0.8501361012458801
1769621026.7721581,14,1.343197460656526,7.631610182120891,1.6419894348335515,7.6947335859885815,0.5653821229934692,0.94113689661026
1769621026.8657088,14,0.5424550624379969,7.4548472696344295,1.1029747411909672,7.578581308374952,0.572564959526062,0.9358489513397217
1769621026.9275374,14,0.06870177605362845,7.454270919320261,0.40032907652268634,7.454674364540178,0.48781609535217285,0.9558689594268799
1769621026.986388,14,-0.29080078514544244,7.4884728483794785,-0.03914899230609282,7.464531498038026,0.40210604667663574,1.0124967098236084
1769621027.1945329,14,-0.8857354612539943,7.65643343062313,-0.46928118797800794,7.538861023052573,0.33610907196998596,0.9784428477287292
1769621027.2692294,14,-1.6778788729458767,7.9835165030269515,-1.123378484761559,7.754558352344276,0.36060434579849243,0.9937600493431091
1769621027.3646333,14,-2.61114185625981,8.505057971107261,-1.9578577679400566,8.139978943451045,0.4340183734893799,0.9931800961494446
1769621027.4221244,14,-3.167217617777736,8.83912005162031,-2.7779645847151877,8.605276595261175,0.4818941652774811,0.9352737665176392
1769621041.2406192,14,-3.1694292078665995,8.888617576391717,-3.167881094804395,8.853969309051731,0.5061726570129395,0.9027770161628723
1769621041.3655126,14,-2.3468455648546342,8.237482293805567,-2.92265411496301,8.693276991615871,0.4987412393093109,0.9008645415306091
1769621041.5481546,14,-1.5534837942606943,7.918895365048799,-2.108837033676452,8.141906215178537,0.48078593611717224,0.893252968788147
1769621041.6232786,14,-0.765553005303708,7.635311731196504,-1.3171045575735985,7.83382027489311,0.43365490436553955,0.9028727412223816
1769621041.6888797,14,-0.2920005122076096,7.498146770115505,-0.6234872573748784,7.594162242872203,0.39267241954803467,0.9261747598648071
1769621041.751789,14,0.19782416535357172,7.441796269156409,-0.1450531089392552,7.481241619827776,0.3529495596885681,0.9601340889930725
1769621041.9439392,14,0.7182064819289814,7.478879993885819,0.3539388603261946,7.452921386575232,0.41460561752319336,0.9900079369544983
1769621042.0318272,14,1.3518674130977308,7.613837278162757,0.9083047612796061,7.519367179168899,0.6164488196372986,0.9897979497909546
1769621042.1006691,14,1.73238734110505,7.700385773198343,1.4660233914999266,7.639801826673432,0.6634385585784912,0.9663717746734619
1769621042.1616962,14,2.0316591392078336,7.820805676342777,1.822168880535885,7.736511744141673,0.576228141784668,0.9117243885993958
1769621045.299317,14,2.218361884072182,8.01195029722507,2.087669962667138,7.878149062607465,0.5536000728607178,0.9238737225532532
1769621045.3739944,14,1.7906735622019991,7.727260905649921,2.090055387511127,7.9265434797525245,0.540690541267395,0.8702552914619446
1769621045.4671173,14,1.4562078924249613,7.659003420137697,1.6903338612688876,7.706783659996253,0.569849967956543,0.9226042032241821
1769621045.5412679,14,0.8609828632487692,7.519617126474862,1.2776403836721035,7.617187532038846,0.5924743413925171,0.934167206287384
1769621045.797926,14,0.3072576636628914,7.457352205129311,0.6948653033730058,7.500937650071197,0.5380297899246216,0.9400402903556824
1769621045.856041,14,-0.6040883689392759,7.5831735452754545,0.03385385388224124,7.495098607173153,0.40093132853507996,0.9889930486679077
1769621045.9289045,14,-0.9754854255230282,7.6970312934597755,-0.7155074859144015,7.6173308697307505,0.31484878063201904,1.008887529373169
1769621045.9861393,14,-1.4367624961335093,7.859678662408537,-1.1138685467061724,7.7458255041444035,0.3609656095504761,1.0045262575149536
1769621046.110078,14,-2.255952771677685,8.192264761573012,-1.682519578796762,7.959454492157878,0.4138026535511017,0.9716742634773254
1769621046.2577193,14,-2.9020075741456255,8.634579538979418,-2.449769212418067,8.324959194794934,0.4611154794692993,0.9572300314903259
